description,category,service_id,service_name
الأنوار مش شغالة,electrical,14,إصلاح الكهرباء
عندي مشكلة: العربية بتطفى مني وأنا سايق,engine,11,فحص المحرك الإلكتروني
المقود صعب أشيله، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
العربية بتزن كلما زدت السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في طرطقه في العربيه,suspension,6,إصلاح نظام التعليق
العربية ريحتها بنزين قوي، ممكن تساعدني؟,exhaust,12,إصلاح نظام العادم
في هزه فوق الـ80,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في رج لما بدوس الفرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، الموتور بيرج لما اشغله وهو بارد,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية فيها تزييق جامد,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، ضوء الكورنيرينج ضعيف,electrical,14,إصلاح الكهرباء
العربيه بتعمل صوت زن، ممكن تساعدني؟,tires,4,تغيير إطارات
العربية بتاعتي، العربية بتنزلق من الجيرة,transmission,8,إصلاح ناقل الحركة
العربية بتهز لما اعدي 90,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الفرامل مبتشيلش,brakes,3,إصلاح الفرامل
عندي مشكلة: لما افرمل فجاه في رجه,brakes,3,إصلاح الفرامل
عندي مشكلة: الموتور بيطفى لما اهدى,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية ساعات بتبطل لوحدها,starting,13,إصلاح مشاكل التشغيل
في صوت مزعج مش طبيعي,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتهتز وأنا واقف على الإشارة الحمرا,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: بترعش دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، في زنة مش بتقف,tires,4,تغيير إطارات
محتاج مساعدة، الفرامل ضعيفة,brakes,3,إصلاح الفرامل
لما بدوس فرامل بحس العربية بتزحف,brakes,3,إصلاح الفرامل
عندي مشكلة: الموتور مش ثابت أول ما بشغله,engine,11,فحص المحرك الإلكتروني
محتاج أعمل توازن للعجل,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربيه بترعش على الطريق المكسر,suspension,6,إصلاح نظام التعليق
الحراره بتعلى في العربيه، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
العربية بتاعتي، البطارية مش بتديني قوة كافية,battery,15,إصلاح البطارية
عندي مشكلة: في ثقب في الإطار,tires,4,تغيير إطارات
العربية بتاعتي، البنزين بيخلص بسرعة,engine,11,فحص المحرك الإلكتروني
العربية بتطفى في الزحمة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتقفز على المطبات,suspension,6,إصلاح نظام التعليق
الداخل محتاج تنظيف، ممكن تساعدني؟,cleaning,16,تنظيف وتلميع السيارة
العربية بتاعتي، في ريحة زيت تحت العربية,oil_leak,2,إصلاح تسريب الزيت
محتاج مساعدة، البطارية فيها مشكلة,battery,15,إصلاح البطارية
محتاج مساعدة، العربيه بتطفى فجأه,engine,11,فحص المحرك الإلكتروني
المكيف ضعيف، ممكن تساعدني؟,ac,9,فحص وإصلاح المكيف
العربية في هزة عند الفرامل,brakes,3,إصلاح الفرامل
في رج خفيف في الموتور في الطلعة,engine,11,فحص المحرك الإلكتروني
الموتور بيوقف في الزحمه,engine,11,فحص المحرك الإلكتروني
الجيرة مش بتدخل,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، في طقطقه لما العربيه بتتحرك,suspension,6,إصلاح نظام التعليق
موعد السيرفس جه,oil_change,1,تغيير زيت المحرك
العربيه بتتعب وتتقل بعد مسافه طويله، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في مسمار في الكاوتش,tires,4,تغيير إطارات
العربية بتاعتي، الزيت بينزل من فوق الفلتر,oil_leak,2,إصلاح تسريب الزيت
عندي مشكلة: العربية مبتفرملش,brakes,3,إصلاح الفرامل
العربية بتتهز لما اشغلها وهي باردة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بترعش لما بوقف على الإشارة,brakes,3,إصلاح الفرامل
في مشكلة في نظام التعليق,suspension,6,إصلاح نظام التعليق
الجيرات مش بتتنقل، ممكن تساعدني؟,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: بتتهز لما فرملت,brakes,3,إصلاح الفرامل
العربية بتعمل صوت زن وانا ماشي ببطء,tires,4,تغيير إطارات
العربية بتاعتي، سحبها ضعيف وانا دايس الغاز,engine,11,فحص المحرك الإلكتروني
في ريحة بنزين واضحة من الشكمان,exhaust,12,إصلاح نظام العادم
العربية مش بتسحب وانا دايس كامل,engine,11,فحص المحرك الإلكتروني
العربية بتتحرك ببطء أول ما امشي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في ريحة بنزين واضحة حوالين العربية,exhaust,12,إصلاح نظام العادم
عندي مشكلة: بترج بفرمل,brakes,3,إصلاح الفرامل
محتاج مساعدة، الفرامل مش بتشيل العربية,brakes,3,إصلاح الفرامل
عندي مشكلة: الفرامل مش ماسكة كويس,brakes,3,إصلاح الفرامل
العربيه بترج بسرعه,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتتزعزع على الطريق، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بترعش على حفر,suspension,6,إصلاح نظام التعليق
العربية بتهز لما ازود السرعة، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربية بتبطل مني وأنا على الطريق,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الجيرات مش بتتنقل بسهولة,transmission,8,إصلاح ناقل الحركة
السنترال مش شغال,electrical,14,إصلاح الكهرباء
العربية بتاعتي، الموتور صوته بيعلى في الطلعة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: البريك ضعيف,brakes,3,إصلاح الفرامل
في اهتزاز في الموتور في الطلعة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الكاوتش خسر هوا,tires,4,تغيير إطارات
بتهز على حفر,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، الفرامل بتصرصر,brakes,3,إصلاح الفرامل
في رعشة دايس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربيه في هزه وانا دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، في طنين في العربيه,tires,4,تغيير إطارات
عندي مشكلة: العربية بتتهبد على المطبات,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتبطل وأنا واقف,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في اهتزاز بيظهر فجأة في الموتور,engine,11,فحص المحرك الإلكتروني
العربية بتوقف لوحدها في الزحمة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، المصابيح الخلفية خربانة,electrical,14,إصلاح الكهرباء
الدركسيون بيتهز على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في رعشة لما العربية تقف على الإشارة,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتطفى لما اشغل المكيف,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الإطار بيعمل صوت على السرعة,tires,4,تغيير إطارات
التكييف مبردش زي الأول,ac,9,فحص وإصلاح المكيف
العربية بترتعش وانا دايس فرامل,brakes,3,إصلاح الفرامل
الأتوماتيك فيه مشكله، ممكن تساعدني؟,transmission,8,إصلاح ناقل الحركة
العربية بتاعتي، بترج على سرعة 80,alignment_balancing,5,ضبط الزوايا والتوازن
العربية مش ماشية عدل، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الموتور بيدور بس العربية مش بتشتغل,starting,13,إصلاح مشاكل التشغيل
في ريحه محروقه من العربيه، ممكن تساعدني؟,exhaust,12,إصلاح نظام العادم
الدركسيون بيقاوم لما بلف، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
العربيه بتبطل لما ارفع رجلي من البنزين,engine,11,فحص المحرك الإلكتروني
العربية بتقفل وأنا ماشي,engine,11,فحص المحرك الإلكتروني
حكة بتيجي لما امشي ببطء,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية بتعمل زنة من تحت,tires,4,تغيير إطارات
الموتور بيرعش لما اشغله وهو بارد، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربيه بترعش وهي لسه بارده,engine,11,فحص المحرك الإلكتروني
العربية بتهز الفرملة,brakes,3,إصلاح الفرامل
السحب بتاعها وحش حتى لو دايس بنزين، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الموتور بيقفل وأنا ماشي,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الطريق الوعر بيخلي العربية تهز,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، الموتور صوته عالي جداً لما بطلع,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: بترج عند الفرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، في دخان من تحت الكبوت,engine,11,فحص المحرك الإلكتروني
العربية بترج على سرعة عالية,alignment_balancing,5,ضبط الزوايا والتوازن
كابح اليد مش شغال,brakes,3,إصلاح الفرامل
عندي مشكلة: في رعشة في العربية عند الفرملة,brakes,3,إصلاح الفرامل
عندي مشكلة: سحبها وحش حتى لو دايس بنزين,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العجلة بتاخد هوا,tires,4,تغيير إطارات
العربية بتاعتي، في بقع على الكراسي,cleaning,16,تنظيف وتلميع السيارة
محتاج مساعدة، في دخان من الموتور,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في صوت صفارة في العربية,brakes,3,إصلاح الفرامل
في هزة فوق الـ100,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتوقف كويس,unknown,17,غير ذلك
العربية مش ثابتة لما اجري بيها، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
زنة مستمرة مع المشي، ممكن تساعدني؟,tires,4,تغيير إطارات
بتكتم لما احمل العربية,engine,11,فحص المحرك الإلكتروني
في اهتزاز في الموتور لما اشغل العربية الصبح,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربيه بترج لما اشغلها وهي بارده,engine,11,فحص المحرك الإلكتروني
في نتش في الموتور لما ادوس البنزين,engine,11,فحص المحرك الإلكتروني
مية التبريد بتخلص,cooling,10,إصلاح نظام التبريد
الاستجابة بطيئة لما ادوس بنزين، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية مش بتشد لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، لما امشي على سرعة قليلة في صوت غريب,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: المقود بيرعش وانا ماشي,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه في رج وانا الفرمله,brakes,3,إصلاح الفرامل
العربية بتاكل بنزين كتير,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور بيرعش وأنا على الإشارة,engine,11,فحص المحرك الإلكتروني
في طرطقة وهزة في العربية,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربيه بتطق على المطبات,suspension,6,إصلاح نظام التعليق
العربية بتهز لما اعدي 90، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
الموتور بيقفل فجأة وأنا بسوق، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتتهز خفيف في أي طلعة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في رجة لما افرمل بسرعة,brakes,3,إصلاح الفرامل
العجلة فضت,tires,4,تغيير إطارات
محتاج مساعدة، في دخان بيطلع من الموتور,engine,11,فحص المحرك الإلكتروني
الفرامل كويسة والعربية بتقف,unknown,17,غير ذلك
محتاج مساعدة، الشوك أبزوبر خلصوا,suspension,6,إصلاح نظام التعليق
لقيت مية نازلة تحت العربية، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
العربيه بتبطل في الزحمه,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، المقود بيرعش بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية بترج لما اشغلها وهي باردة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، المكيف شغال بس الهوا مش ساقع,ac,9,فحص وإصلاح المكيف
عندي مشكلة: في ريحة عادم جوه العربية,exhaust,12,إصلاح نظام العادم
عندي مشكلة: العربية بتطفى مني وأنا بسوق,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما امشي على طريق سريع، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
بترج شايل فرامل,brakes,3,إصلاح الفرامل
محتاج مساعدة، المصابيح الخلفية خربانة,electrical,14,إصلاح الكهرباء
العربيه بتنتش لما انقل الغيار,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، في الزحمة الموتور بيقفل مني,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في تسريب في الرادياتير,cooling,10,إصلاح نظام التبريد
في هزة عند الفرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، الفرامل مش ماسكة كويس,brakes,3,إصلاح الفرامل
محتاج مساعدة، في اهتزاز في العربية على الطريق,suspension,6,إصلاح نظام التعليق
عندي مشكلة: العربية بترعش وهي لسه باردة,engine,11,فحص المحرك الإلكتروني
العربية بتتهز جامد بعد الثمانين,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: دايس بنزين والعربية مش شايلة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتتزعزع على الطريق,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتعمل أصوات مزعجة,engine,11,فحص المحرك الإلكتروني
الموتور بيقطع وأنا ماشي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في تهبيد في العربية، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
الفتيس بيدخل بصعوبة، ممكن تساعدني؟,transmission,8,إصلاح ناقل الحركة
العربية صوتها عالي لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الدركسيون بيتهز في ايدي,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الموتور بيقطع لما ادوس الغاز بسرعة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربيه مش ماسكه الطريق,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، في صوت مع السخونه,cooling,10,إصلاح نظام التبريد
الزيت بينزل تحت العربيه,oil_leak,2,إصلاح تسريب الزيت
محتاج مساعدة، في زنة مش بتقف,tires,4,تغيير إطارات
عندي مشكلة: صوت الموتور عالي حتى وأنا واقف,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربيه فيها تزييق,steering,7,إصلاح نظام التوجيه
العربية بترعش وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتتهز دايس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، في صوت غريب على سرعه قليله,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتنتش لما انقل الغيار,transmission,8,إصلاح ناقل الحركة
العربية صوتها بيعلى لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
العربيه بتفصل لحظه وبعدين ترجع، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في هزه على الاوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: صوت الموتور غريب على السرعة البطيئة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور بيسرب زيت,oil_leak,2,إصلاح تسريب الزيت
العربية بترج خفيف في الطلعة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية مش قايمة,starting,13,إصلاح مشاكل التشغيل
في رج في الموتور الصبح لما اشغل العربية، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الموتور بيرعش لما اشغله وهو بارد,engine,11,فحص المحرك الإلكتروني
في بخار أبيض من تحت الكبوت، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
لما امشي على سرعة قليلة في صوت غريب,engine,11,فحص المحرك الإلكتروني
العربية بتاكل بنزين كتير، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بترج وانا دايس فرامل,brakes,3,إصلاح الفرامل
الفيوزات بتفصل,electrical,14,إصلاح الكهرباء
العربية بتاعتي، العربية بتطفى وأنا على الطريق,engine,11,فحص المحرك الإلكتروني
العربية بترتعش شايل فرامل,brakes,3,إصلاح الفرامل
الهزة بتيجي على السرعات العالية,alignment_balancing,5,ضبط الزوايا والتوازن
العفشة بتطق مع الحركة، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، في رج لما اشغل العربية بعد ما تبرد,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، لقيت بقعة زيت تحت العربية الصبح,oil_leak,2,إصلاح تسريب الزيت
العربية بتتهز وانا لما فرملت,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتمشي كويس بس في صوت مختلف,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في صوت احتكاك لما العربية تقف خالص,brakes,3,إصلاح الفرامل
الأتوماتيك مش بيشتغل صح,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، العربية بتتحرك بتقل,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، حرارة الموتور بتعلى,cooling,10,إصلاح نظام التبريد
عندي مشكلة: العربية صوتها ضجة,engine,11,فحص المحرك الإلكتروني
وأنا بدور العربية طلع صوت غريب وعالي,engine,11,فحص المحرك الإلكتروني
في هزة لما فرملت، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتعمل أصوات مزعجة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتحسها بتمشي بتقل,engine,11,فحص المحرك الإلكتروني
العربية بترتعش دايس فرامل,brakes,3,إصلاح الفرامل
محتاج مساعدة، مية الموتور بتتسرب,cooling,10,إصلاح نظام التبريد
محتاج مساعدة، صوت الموتور بيزيد لما امشي بسرعة بطيئة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الغاز بتاع المكيف خلص,ac,9,فحص وإصلاح المكيف
في صوت غريب من الموتور على السرعات المنخفضة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في اهتزاز على الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
الفرامل بقت ضعيفة,brakes,3,إصلاح الفرامل
الدركسيون بيزيق على اليمين,steering,7,إصلاح نظام التوجيه
في رجرجة في الموتور، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتفصل لحظة وبعدين ترجع تكمل كأن مفيش حاجة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، لما اطلع طريق سريع العربية مش ثابتة,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية بتتزحلق قبل ما تقف,brakes,3,إصلاح الفرامل
لما العربية تقف فجأة بتحس برجة، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
الموتور بيطفى لوحده وأنا ماشي,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور بيدور بالعافيه,starting,13,إصلاح مشاكل التشغيل
في زيت على التيل بتاع الموتور، ممكن تساعدني؟,oil_leak,2,إصلاح تسريب الزيت
لما امشي مسافة طويلة العربية بتحسها تقيلة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربيه بترج لما ازود السرعه,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في هزة لما امشي على الأوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الموتور بيدور بس العربية مش بتشتغل,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، في اهتزاز في الموتور لما اقف على الإشارة,engine,11,فحص المحرك الإلكتروني
في صوت زن من العربيه,tires,4,تغيير إطارات
العربية تقيلة في السحب,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتسخن مني بسرعة أوي,cooling,10,إصلاح نظام التبريد
العربيه بترتعش بسرعه,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربيه بتتحرك بتقل شويه,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية في هزة بفرمل,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربيه حاسسها تقيله,engine,11,فحص المحرك الإلكتروني
في صوت تزييق لما بلف الدركسيون,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، العربية وقفت وما قامتش,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، الموتور بيطق لما ادوس البنزين,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما امشي على طريق سريع,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتهز لما افرمل,brakes,3,إصلاح الفرامل
العربية بتعيط لما احمل العربية,engine,11,فحص المحرك الإلكتروني
العربية مش بتتجاوب مع البنزين، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، البطارية قديمة ومحتاجة تغيير,battery,15,إصلاح البطارية
العربية صوتها بيكبر لما تطلع,engine,11,فحص المحرك الإلكتروني
العربية صوتها بيعلى لما امشي ببطء، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية في رج وانا عند الفرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
المكيف بيفصل لوحده,ac,9,فحص وإصلاح المكيف
العربية بتاعتي، العربية بترزع لما اطلع مطب,suspension,6,إصلاح نظام التعليق
عندي مشكلة: العربية مش قادرة تطلع المطلع,engine,11,فحص المحرك الإلكتروني
العربية بترج خفيف في الطلعة,engine,11,فحص المحرك الإلكتروني
العربيه في رعشه وانا الفرمله,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتتزعزع على الطريق,suspension,6,إصلاح نظام التعليق
الجيرات مش بتتغير بسهولة، ممكن تساعدني؟,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: الموتور بيقفل فجأة وأنا بسوق,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور بيطق لما ازود بنزين,engine,11,فحص المحرك الإلكتروني
الزيت واطي والعربية بتعمل صوت، ممكن تساعدني؟,oil_change,1,تغيير زيت المحرك
العربية مش ثابتة في الملفات,alignment_balancing,5,ضبط الزوايا والتوازن
الإطار بيخسر هوا باستمرار,tires,4,تغيير إطارات
العربية مش بتجري زي الأول، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في تسريب من الدركسيون,steering,7,إصلاح نظام التوجيه
عندي مشكلة: بترج على سرعة 90,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في صوت طقطقة لما العربية بتتحرك,suspension,6,إصلاح نظام التعليق
في تقطيع لما ادوس البنزين,engine,11,فحص المحرك الإلكتروني
في طقطقة خفيفة من العفشة، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
في صوت طقطقه مع الحركه، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
الغاز مدوس والعربية مش بتسحب، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج أغير فلتر الزيت، ممكن تساعدني؟,oil_change,1,تغيير زيت المحرك
العربية بتاعتي، دايس بنزين والعربية مش شايلة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية صوتها بيعلى لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
لما امشي مسافة طويلة العربية بتحسها تقيلة,engine,11,فحص المحرك الإلكتروني
البطارية فضت وأنا على الطريق، ممكن تساعدني؟,battery,15,إصلاح البطارية
عندي مشكلة: في اهتزاز في الموتور لما اقف على الإشارة,engine,11,فحص المحرك الإلكتروني
الموتور عامل ضجة,engine,11,فحص المحرك الإلكتروني
في الطلعة الموتور بيصرخ,engine,11,فحص المحرك الإلكتروني
العربية بتتوقف لما اهدى، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في طرطقه في العربيه، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، العربيه مبتقومش,starting,13,إصلاح مشاكل التشغيل
الهوا بتاع المكيف سخن,ac,9,فحص وإصلاح المكيف
بترج على سرعة 100، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العجلة فضت,tires,4,تغيير إطارات
عندي مشكلة: العربية بتتعب لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
العربية بتتهز جامد بعد التسعين,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية في هزة وانا لما فرملت,brakes,3,إصلاح الفرامل
اوك,unknown,17,غير ذلك
العربية بتاعتي، الموتور مبيدورش,starting,13,إصلاح مشاكل التشغيل
عندي مشكلة: التكييف واقف,ac,9,فحص وإصلاح المكيف
النور الواطي ضعيف,electrical,14,إصلاح الكهرباء
العربية بتاعتي، الفتيس تقيل لما انقل,transmission,8,إصلاح ناقل الحركة
العربية بتاعتي، العربية بترج لما اشغلها وهي باردة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربيه بتمشي بتقل,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في نتش لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
العربية بتعوم شوية لما اجري بيها، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
دايس بنزين كامل والعربية مش بتشد,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، البريك ضعيف,brakes,3,إصلاح الفرامل
المقود بيرعش لما بوصل سرعة، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الموتور بيرج شوية في الطلعة,engine,11,فحص المحرك الإلكتروني
الفرامل بتصفر لما بدوسها، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربيه مش ثابته على الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، ريحة وحشة في العربية,cleaning,16,تنظيف وتلميع السيارة
عندي مشكلة: التكيف بيطلع هوا بس مش ساقع,ac,9,فحص وإصلاح المكيف
العربيه بتحسها تقيله، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بقت تحسها مش ناعمة في السواقة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتتهبد من قدام,suspension,6,إصلاح نظام التعليق
الكبوت بيطلع منه بخار، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
عندي مشكلة: الموتور بيوقف لوحده في الزحمة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، التكييف بيشتغل بس مش بارد,ac,9,فحص وإصلاح المكيف
لما امشي مسافه طويله العربيه بتحسها تقيله,engine,11,فحص المحرك الإلكتروني
الموتور مبيشتغلش صح، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الفرامل بتصفر,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية فقدت نعومتها في الحركة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتمشي كويس بس في صوت مختلف,engine,11,فحص المحرك الإلكتروني
العربية بتهز على سرعة عالية,alignment_balancing,5,ضبط الزوايا والتوازن
في رجه لما افرمل بسرعه,brakes,3,إصلاح الفرامل
الدركسيون بيرعش على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
في تسريب من الفتيس,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، العربية صوتها عالي على السرعات المنخفضة,engine,11,فحص المحرك الإلكتروني
بتدبدب بعد سرعة 90,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الموتور بيفصل لحظه وبعدين يرجع,engine,11,فحص المحرك الإلكتروني
